"position","depth","quality","relative_percentage"
40917,90,57.2,0.023
40918,93,56.7,0.0333
40919,93,57.1,0.0111
40920,94,57.1,0
40921,94,58.2,0
40922,94,60.8,0
40923,94,58.8,0.011
40924,94,58.2,0.011
40925,92,57.5,0.2556
40926,92,58.7,0
40927,91,60.1,0
40928,91,56.5,0
40929,91,56.9,0.0112
40930,91,59.8,0.0112
40931,92,56.5,0
40932,91,57.7,0.0114
40933,91,56.6,0
40934,91,58.2,0.2614
40935,91,55.9,0.0227
40936,90,56.4,0
40937,90,59.2,0.0115
40938,90,59.5,0
40939,88,61.6,0.0116
40940,88,59.3,0.2381
40941,86,60.6,0
40942,86,59.5,0
40943,87,60.6,0.0118
40944,84,57.8,0.012
40945,82,56.5,0
40946,84,57.5,0.012
40947,84,60.3,0
40948,84,58.6,0
40949,86,56.3,0.0119
40950,86,57.4,0.0119
40951,86,57.5,0.0238
40952,86,55.6,0.0119
40953,87,57.8,0
40954,87,59,0
40955,84,56.6,0
40956,83,58.3,0.0123
40957,83,59.2,0.0123
40958,84,58.4,0
40959,85,57.3,0
40960,85,57.4,0.012
40961,86,58,0.0119
40962,86,60.4,0
40963,86,58.7,0.0238
40964,92,59.3,0
40965,93,60.2,0
40966,96,58.8,0
40967,95,55.9,0
40968,95,59.7,0.0109
40969,95,57.7,0
40970,95,58.4,0
40971,95,57.2,0
40972,101,60.3,0.0104
40973,93,59.6,0.2299
40974,90,55.1,0.0119
40975,89,61.1,0
40976,89,57.7,0
40977,92,59.1,0
40978,95,59,0.0112
40979,95,56.1,0
40980,95,58.7,0
40981,95,59.5,0
40982,95,57.2,0.0112
40983,95,59.7,0
40984,100,57.7,0.0108
40985,100,59.4,0
40986,96,58.4,0
40987,97,60.7,0
40988,98,59.5,0.0112
40989,98,57.9,0.0112
40990,98,57.4,0.0112
40991,98,56.1,0
40992,97,56,0.0227
40993,98,60.6,0
40994,98,55,0.0112
40995,98,58.1,0
40996,97,57.5,0
40997,97,58.7,0
40998,98,59.6,0
40999,98,57.5,0.0112
41000,97,57.8,0
41001,97,58.1,0.0227
41002,97,57.8,0
41003,97,60.1,0
41004,97,59.8,0
41005,98,60.7,0.0112
41006,99,58.2,0
41007,105,58.2,0.0108
41008,108,60.1,0.0104
41009,107,56.7,0.0105
41010,107,60.4,0
41011,106,62.4,0.0106
41012,106,57,0.0316
41013,106,59.8,0
41014,106,57.2,0.0105
41015,99,59.2,0.0112
41016,103,57.9,0
41017,102,54.5,0.0217
41018,102,57.5,1
41019,103,57.8,0
41020,104,53.9,0.0106
41021,104,58.1,0
41022,100,56.2,0
41023,101,59,0
41024,101,54.4,0.0109
41025,94,61.8,0
41026,94,62.9,0
41027,92,56.4,0.023
41028,92,58.1,0.0115
41029,90,57.3,0
41030,91,57.1,0.0116
41031,92,59.4,0
41032,92,58.3,0.023
41033,90,56.9,0
41034,89,56.8,0
41035,94,55,0.0337
41036,94,58,0
41037,94,58.6,0
41038,95,59.6,0.0112
41039,94,58.6,0
41040,94,59.4,0
41041,94,55.7,0.0114
41042,94,57.9,0.2614
41043,94,57.4,0.0114
41044,94,56.9,0.0114
41045,94,57.8,0.0114
41046,94,59.1,0
41047,95,53.5,0.0227
41048,98,58.5,0
41049,98,58.8,0.011
41050,98,60,0.022
41051,96,58.6,0.0112
41052,97,57.1,0
41053,97,59.6,0
41054,103,60.5,0.0104
41055,105,57.2,0.0102
41056,105,58.4,0
41057,111,61.1,0
41058,109,60.8,0
41059,112,59.9,0
41060,111,58.8,0
41061,111,59.6,0.0096
41062,110,60.2,0
41063,106,57.9,0.02
41064,105,61.1,0
41065,105,58,0.0101
41066,103,68.4,0
41067,103,57.8,0
41068,100,58.4,0
41069,100,56.3,0
41070,99,59.9,0.0104
41071,99,61.2,0
41072,99,57.4,0.0104
41073,100,59.3,0
41074,100,59.3,0
41075,100,58.5,0
41076,100,59.9,0
41077,100,61.7,0
41078,100,57.3,0
41079,100,57.3,0
41080,101,59.6,0.0103
41081,99,59.6,0.2842
41082,100,59.3,0.0104
41083,100,61.1,0
41084,100,56.9,0
41085,100,59.1,0
41086,100,56.2,0
41087,100,60.9,0.2812
41088,100,58.3,0
41089,100,58.9,0
41090,104,58,0.01
41091,104,58.5,0.01
41092,103,59.9,0
41093,103,64,0
41094,103,59.4,0
41095,103,68.3,0
41096,101,58.6,0.0102
41097,101,59.8,0
41098,100,60.2,0
41099,96,57.8,0.266
41100,96,61.9,0
41101,96,62.4,0
41102,96,57.5,0.2766
41103,95,62.4,0.0108
41104,95,58.5,0.0108
41105,95,58.3,0
41106,95,56.7,0.0215
41107,96,58.3,0.0215
41108,98,56.8,0.0105
41109,96,58.9,0.0108
41110,96,57.2,0.0108
41111,95,60.5,0.0109
41112,102,60.3,0.0102
41113,101,58.5,0
41114,97,57.3,0.0105
41115,97,56.5,0.0213
41116,94,59.8,0
41117,99,59.8,0
41118,101,58.2,0.0103
41119,106,58.1,0
41120,106,61,0
41121,101,59.8,0
41122,99,58.4,0
41123,99,59.7,0
41124,99,58.5,0
41125,99,55.7,0.0104
41126,96,61.4,0.0215
41127,96,59.1,0.0217
41128,95,57.7,0.011
41129,98,58.2,0
41130,99,56.9,0
41131,99,57.3,0.0104
41132,99,58.5,0.0104
41133,97,59.7,0.0106
41134,95,58.9,0
41135,95,55.8,0.0109
41136,96,58.1,0
41137,95,57.7,0.0217
41138,95,56.2,0
41139,95,58.2,0.0217
41140,95,57.7,0
41141,95,56.7,0.0217
41142,95,57.6,0.0109
41143,95,60.3,0.022
41144,95,59.9,0
41145,95,57.1,0
41146,95,63.3,0
41147,94,57.5,0
41148,101,55.3,0.0103
41149,102,57.6,0
41150,103,56.2,0.0101
41151,103,57.5,0
41152,102,58.3,0
41153,102,56.5,0.2143
41154,102,58.2,0
41155,103,58.3,0
41156,102,58,0
41157,95,59.3,0
41158,94,57.5,0.0225
41159,94,56.4,0.0337
41160,94,56.7,0.0112
41161,94,58.9,0
41162,93,58.4,0.0114
41163,93,56,0.0114
41164,93,55.5,0.0227
41165,93,58.4,0.0114
41166,90,58.5,0.0118
41167,90,57.7,0.0235
41168,90,52.7,0
41169,89,54.8,0.0119
41170,90,58.6,0
41171,90,56.4,0.0235
41172,90,60.3,0
41173,90,61.4,0
41174,90,57.4,0
41175,91,57.8,0.023
41176,92,58.6,0
41177,92,56.8,0.0115
41178,92,57.4,0
41179,92,56.1,0.0115
41180,90,56.6,0.0235
41181,90,57.4,0.0118
41182,90,55.8,0
41183,90,56.9,0
41184,88,57.2,0.0366
41185,86,59,0.0125
41186,88,58.2,0
41187,88,59.9,0
41188,87,54.9,0.0123
41189,90,57.8,0.2683
41190,91,54,0.0118
41191,94,57.9,0
41192,95,57.7,0.0112
41193,96,56.6,0.0111
41194,96,55.7,0.0111
41195,96,58,0.2889
41196,95,55,0
41197,95,56.9,0
41198,91,61.3,0.0118
41199,91,56,0
41200,90,57.7,0
41201,89,55.5,0.2976
41202,89,57.1,0.0119
41203,89,54.8,0.0119
41204,84,56.5,0
41205,85,55.8,0.0125
41206,86,54.9,0.0123
41207,82,55.7,0
41208,82,54.4,0
41209,80,57.3,0.0133
41210,80,57.6,0
41211,80,59.8,0
41212,80,54.2,0.0133
41213,79,58.7,0.027
41214,83,58.2,0
41215,83,57.3,0
41216,83,57.2,0.3026
41217,83,58,0
41218,83,56.2,0
41219,83,55,0.3026
41220,82,56.5,0
41221,83,59,0
41222,83,60,0
41223,83,58.2,0
41224,83,59.9,0
41225,83,59,0
41226,83,55.9,0
41227,84,58.1,0.0132
41228,88,59.7,0
41229,88,57.1,0
41230,90,56.1,0.0247
41231,90,56.1,0
41232,89,59.4,0
41233,92,57.5,0
41234,93,58.1,0
41235,93,57,0
41236,93,55.9,0.012
41237,94,56.6,0.2738
41238,95,55.3,0
41239,95,57.3,0
41240,91,57.8,0
41241,91,60.1,0
41242,91,56.6,0.0122
41243,92,57.2,0.012
41244,92,57.2,0
41245,93,57.9,0
41246,93,57.4,0
41247,93,58.2,0
41248,93,56.9,0.0119
41249,98,57.1,0.0238
41250,102,57.3,0.0115
41251,102,57.6,0.0115
41252,102,54.9,0.7816
41253,103,58.1,0
41254,103,58.8,0.0106
41255,105,58.1,0.0104
41256,105,55.2,0
41257,110,55.7,0
41258,106,57.6,0.2165
41259,106,56.8,0.0103
41260,105,58,0
41261,99,56.3,0.2174
41262,102,58.1,0.0105
41263,106,59.8,0
41264,105,57.2,0.0102
41265,105,58.4,0
41266,102,57.5,0
41267,102,58.9,0
41268,100,55.5,0.0213
41269,100,59.5,0
41270,100,57.3,0.0105
41271,105,58.4,0
41272,105,57.2,0.0101
41273,111,61.2,0
41274,111,55.4,0.0097
41275,112,57.4,0
41276,109,59.2,0
41277,114,57.6,0
41278,109,54.9,0.0099
41279,109,58.7,0.0099
41280,110,58.4,0
41281,110,56.6,0
41282,110,60.4,0
41283,110,56.1,0.0099
41284,111,57.1,0.0098
41285,111,55.9,0
41286,111,58,0
41287,111,62.4,0.0098
41288,110,57,0
41289,110,58.8,0
41290,110,56.2,0.0098
41291,110,59,0.2059
41292,110,57.9,0.0098
41293,109,58,0.0099
41294,109,57,0.0099
41295,109,58.1,0
41296,111,58.6,0.0097
41297,111,58.4,0.0194
41298,104,60,0
41299,104,58.4,0.0208
41300,103,58.1,0.2292
41301,104,61.1,0
41302,106,58.6,0.0102
41303,106,54.4,0
41304,105,57.8,0.0206
41305,104,58.6,0.0208
41306,103,58.3,0.0211
41307,103,57.4,0.0316
41308,102,55.8,0.0316
41309,102,58.7,0.0105
41310,102,60.2,0
41311,102,59.4,0
41312,102,59.9,0.0105
41313,102,55,0.0105
41314,102,57,0.0105
41315,102,56.8,0.0211
41316,101,59,0
41317,101,58.1,0
41318,102,57.7,0.0105
41319,103,59.6,0
41320,102,57.3,0
41321,102,58.9,0
41322,101,58.4,0
41323,101,62.2,0
41324,101,57.9,0.0108
41325,103,60,0
41326,104,59.1,0.0211
41327,104,60.6,0.0105
41328,103,59.1,0.1809
41329,103,59.1,0.0105
41330,103,56.1,0.1684
41331,105,57.9,0
41332,105,56.9,0.0104
41333,105,60.5,0.0104
41334,105,56.6,0.0104
41335,106,56.7,0
41336,104,61.6,0
41337,104,57.8,0
41338,104,59.1,0.0104
41339,100,57.2,0
41340,100,60.5,0.0106
41341,96,58.9,0
41342,95,56.5,0
41343,94,58,0
41344,94,58.5,0.0111
41345,94,58.8,0.0111
41346,94,58.9,0
41347,94,56.5,0
41348,94,58.2,0
41349,94,55.4,0.0222
41350,94,58.2,0
41351,94,56.6,0.1778
41352,96,58.6,0.0109
41353,95,57.2,0
41354,106,57.5,0
41355,105,60,0
41356,106,59.2,0
41357,110,59.6,0.1619
41358,110,56.7,0
41359,109,56.4,0.0095
41360,109,56.4,0
41361,109,61.1,0
41362,109,61.1,0.0095
41363,105,57.1,0.0099
41364,105,57.9,0
41365,105,60.5,0
41366,105,56.9,0.0099
41367,105,56.9,0.0198
41368,105,57.2,0.0396
41369,105,58.4,0.0198
41370,108,58.9,0
41371,109,62.5,0
41372,109,60.1,0
41373,109,59.5,0
41374,110,57.1,0
41375,110,58,0
41376,110,56.4,0.0095
41377,110,58.3,0
41378,106,59.9,0
41379,107,57.1,0
41380,104,57.4,0.0102
41381,104,61,0.1633
41382,104,56.4,0.0102
41383,100,56.6,0.0105
41384,100,57.6,0.0105
41385,103,58.5,0.0102
41386,102,56.6,0.0206
41387,102,56.7,0
41388,101,60.9,0
41389,103,61,0
41390,104,57.4,0
41391,104,57.3,0
41392,104,60.2,0
41393,103,57.5,0
41394,103,57.3,0
41395,104,57.6,0
41396,104,57,0.1633
41397,104,57.3,0.0204
41398,101,59.9,0
41399,96,55.2,0.0333
41400,97,55.7,0.011
41401,97,56.4,0.022
41402,96,56.8,0
41403,96,57.9,0.022
41404,96,55.4,0.011
41405,94,59,0.1705
41406,88,57.4,0
41407,92,56.5,0.0341
41408,92,57,0.1591
41409,92,60.6,0
41410,91,57.9,0
41411,91,59.3,0.0115
41412,90,57.7,0.0233
41413,88,59.9,0
41414,94,55.9,0.0222
41415,95,59.8,0.011
41416,89,57.5,0.0116
41417,89,59.2,0
41418,89,58.6,0
41419,87,58.4,0
41420,87,60.2,0.0119
41421,81,58.1,0.0128
41422,81,56.5,0.0128
41423,77,58.7,0
41424,77,58,0
41425,76,57.9,0.0137
41426,71,56.9,0.0147
41427,71,59.9,0.0147
41428,71,61.3,0
41429,71,57.9,0.0294
41430,74,61.6,0
41431,74,61.3,0
41432,75,60.1,0
41433,74,56.7,0
41434,74,60.1,0
41435,74,58.1,0
41436,74,58.1,0.0141
41437,74,58.1,0
41438,74,56.1,0
41439,74,60,0
41440,74,56.1,0.0141
41441,74,54.8,0.2254
41442,74,56.2,0.0282
41443,74,59.4,0
41444,75,55.7,0.0278
41445,75,56.6,0.0139
41446,75,59.7,0
41447,75,55.7,0.0423
41448,75,58.6,0.0282
41449,74,59,0
41450,74,55.9,0.0143
41451,74,57,0.0145
41452,74,57.9,0.0145
41453,74,57.7,0.2029
41454,75,55.9,0.0143
41455,76,58.7,0
41456,76,58.4,0
41457,76,57.2,0
41458,76,57.9,0.0282
41459,77,56,0
41460,78,56.3,0.0411
41461,78,56.8,0
41462,79,56.3,0.2162
41463,79,56.7,0.0135
41464,79,58.3,0
41465,81,56.2,0.0132
41466,88,56.2,0.0123
41467,90,57.7,0
41468,88,56.3,0.0123
41469,89,57.7,0
41470,89,57.6,0.0122
41471,90,54.8,0.0241
41472,90,56.2,0.0361
41473,90,56.2,0
41474,88,60.1,0
41475,87,57,0.0494
41476,84,56,0
41477,84,58.5,0.1667
41478,84,58.7,0
41479,84,57,0.0128
41480,84,57.8,0.0128
41481,84,58.9,0.0256
41482,86,57.1,0
41483,86,57,0.1625
41484,86,57.8,0
41485,86,57.1,0.0125
41486,86,56.7,0.1875
41487,86,56,0
41488,87,57,0.0375
41489,87,57,0.0125
41490,87,59.6,0
41491,87,57.1,0
41492,88,56.1,0.0123
41493,88,56.6,0
41494,88,55.7,0.0123
41495,88,57,0.0123
41496,88,59.1,0.1852
41497,88,55.7,0.0247
41498,88,56.6,0.0247
41499,88,55.7,0
41500,89,56.9,0.0122
41501,88,57.8,0.15
41502,87,58.9,0
41503,77,57.8,0.0137
41504,76,56.7,0
41505,77,57.8,0.0137
41506,77,54.8,0.0137
41507,73,57.7,0
41508,73,57.3,0
41509,74,57.3,0
41510,74,56.4,0.1714
41511,78,61.2,0
41512,79,61.1,0.0133
41513,80,58.1,0.0132
41514,80,56.2,0.0263
41515,81,55.9,0.013
41516,83,60.2,0
41517,83,55.6,0.0253
41518,83,55.6,0
41519,82,56.3,0.0256
41520,80,58.6,0
41521,81,55.9,0
41522,81,57.5,0
41523,81,57.9,0
41524,80,55.9,0.013
41525,80,60,0.013
41526,80,58,0
41527,79,58.7,0
41528,79,53.8,0
41529,79,57.6,0.0263
41530,80,55.2,0.026
41531,81,58.3,0
41532,82,58.1,0
41533,82,56.5,0.0127
41534,82,57,0.0127
41535,77,58.2,0
41536,80,56.9,0
41537,80,57,0.0128
41538,78,62.2,0.0263
41539,79,58.3,0.0132
41540,78,61.1,0
41541,79,61.4,0
41542,79,59.9,0.0132
41543,79,57.2,0
41544,78,60.4,0
41545,77,58,0
41546,79,60,0
41547,79,58.6,0
41548,79,57.8,0
41549,77,57.5,0
41550,77,57.1,0.0135
41551,78,58.1,0
41552,78,57.9,0
41553,78,59.4,0.0133
41554,78,56.7,0.0133
41555,79,57.5,0
41556,77,57.5,0
41557,77,55.3,0.0133
41558,78,58.2,0.0132
41559,78,57.3,0.0132
41560,77,57.4,0.0133
41561,77,59.1,0
41562,77,59,0
41563,77,57.1,0.0133
41564,69,59.6,0.2206
41565,70,58.5,0
41566,70,58.8,0.0145
41567,71,56.7,0
41568,71,54.8,0
41569,77,56.5,0.0263
41570,79,58.1,0.0385
41571,79,57.6,0
41572,79,58,0.0128
41573,78,57.4,0.1948
41574,80,59,0.0127
41575,80,57.3,0
41576,80,61.4,0.0127
41577,80,57,0.0253
41578,75,58.1,0
41579,75,55,0
41580,75,60.8,0
41581,77,58.1,0.0395
41582,77,56.5,0
41583,78,56.9,0
41584,77,58.2,0
41585,77,57,0.0263
41586,78,56.4,0
41587,79,55.9,0
41588,79,58.2,0.0128
41589,79,56.4,0
41590,79,57.5,0
41591,79,57.8,0.1795
41592,80,60.1,0
41593,80,60,0
41594,81,59,0.0125
41595,81,58.2,0
41596,83,56.5,0
41597,83,60.7,0.0122
41598,83,57.3,0
41599,83,58.3,0
41600,83,57.3,0.0122
41601,81,56.4,0.0125
41602,81,59.8,0
41603,80,56.9,0.2152
41604,80,58.2,0
41605,80,58.2,0.0127
41606,83,56.2,0
41607,84,57.3,0.012
41608,83,59,0
41609,91,57.6,0.1932
41610,91,57,0
41611,94,57,0.0222
41612,93,57.6,0
41613,93,56.6,0
41614,93,56,0
41615,86,56.5,0
41616,87,56.3,0.012
41617,85,56.7,0.0123
41618,85,58.3,0
41619,84,56.3,0
41620,84,56.6,0.0125
41621,84,59.2,0
41622,84,60.1,0
41623,83,60.3,0
41624,83,57,0.0127
41625,83,54.9,0
41626,85,56.9,0.0247
41627,85,56.9,0.0123
41628,85,57.4,0
41629,85,60.2,0.0123
41630,84,59.9,0.0125
41631,84,61.1,0
41632,84,59,0.025
41633,85,61.2,0.1975
41634,85,58.7,0
41635,86,58.3,0
41636,87,60.8,0
41637,86,57.4,0
41638,85,53.5,0.0123
41639,86,56.1,0.0122
41640,87,56.8,0
41641,86,56.9,0.0122
41642,87,57.2,0.012
41643,87,56.7,0.0241
41644,87,56.6,0.012
41645,88,55.3,0.0119
41646,90,56.7,0.0116
41647,91,58,0.0115
41648,91,55.9,0
41649,91,59.1,0
41650,90,58.1,0
41651,90,56.6,0
41652,91,54.9,0.0345
41653,91,56,0.0115
41654,89,59.1,0
41655,89,55.1,0
41656,88,58.3,0
41657,87,57.7,0.012
41658,87,57.2,0.0241
41659,87,56.1,0
41660,87,54.7,0.0241
41661,82,58.1,0
41662,82,55.6,0.0127
41663,82,57.1,0.2152
41664,82,57.6,0
41665,82,54.6,0.0125
41666,81,58.2,0
41667,82,57,0.025
41668,82,58.1,0
41669,84,55.4,0.225
41670,87,57.2,0
41671,88,59.2,0
41672,89,55.5,0
41673,89,56.4,0
41674,89,56.2,0
41675,89,57.3,0
41676,89,57.1,0
41677,89,59.5,0
41678,87,54.2,0.2143
41679,87,52.4,0.0952
41680,92,58.2,0
41681,91,59.7,0
41682,89,53,0.0349
41683,89,54.2,0.0233
41684,90,52.1,0.0575
41685,90,52.4,0.0345
41686,89,55.2,0.0116
41687,89,61.5,0
41688,89,52.5,0.0465
41689,88,54.2,0.0353
41690,88,56.6,0
41691,86,57.4,0.0122
41692,86,52,0.1098
41693,86,53.4,0.0122
41694,86,52,0.0122
41695,86,51.6,0.061
41696,86,54.7,0.0122
41697,86,51.8,0.122
41698,86,52.2,0.0366
41699,86,56,0
41700,86,59.6,0.0122
41701,84,53.1,0.0247
41702,84,52.5,0.0494
41703,82,52.4,0.0506
41704,83,53.4,0.025
41705,82,52.5,0.0128
41706,82,58.7,0
41707,82,51.3,0.0513
41708,81,55.2,0
41709,81,56.9,0.0128
41710,80,51.7,0.1039
41711,80,55.7,0.013
41712,80,53.8,0
41713,80,52.3,0.1299
41714,80,55.6,0.013
41715,80,58.2,0
41716,80,58.3,0.0133
41717,82,60.1,0
41718,82,53.5,0.1039
41719,78,59.5,0.0132
41720,79,54.4,0.0519
41721,79,57.9,0
41722,84,52.9,0.0741
41723,88,56.9,0
41724,88,55.7,0
41725,91,53.8,0.046
41726,92,53.7,0.0114
41727,92,55.6,0.0227
41728,92,58.3,0
41729,92,56.4,0.0114
41730,92,55,0.0341
41731,89,55,0.0235
41732,88,54.3,0.0476
41733,88,54.9,0
41734,87,56.7,0
41735,86,53.6,0.0488
41736,87,55.5,0.0241
41737,87,54.4,0.0241
41738,87,55.3,0
41739,88,56.6,0.0119
41740,87,53.7,0.0843
41741,87,57.4,0.2771
41742,86,57.6,0
41743,86,61.6,0
41744,86,55.3,0.0854
41745,86,55.9,0.0122
41746,84,53.9,0.0375
41747,84,55.9,0.0125
41748,84,56.3,0.0125
41749,84,56.4,0.0125
41750,96,57.1,0.0323
41751,97,54.5,0.0426
41752,99,55.6,0.0521
41753,99,55.6,0.0104
41754,99,55.6,0.0104
41755,100,56.9,0
41756,98,56.8,0.0105
41757,97,56.2,0
41758,97,57.3,0
41759,88,55.1,0.0471
41760,88,55.5,0.0353
41761,85,55.8,0.0122
41762,85,57.1,0.0122
41763,87,56.3,0.2289
41764,86,59.3,0.012
41765,86,57.9,0.012
41766,84,57,0
41767,84,60.8,0
41768,84,58.5,0.037
41769,84,58.3,0
41770,83,58.4,0.0125
41771,83,56.9,0.0125
41772,83,55.8,0.0125
41773,83,59.2,0.0125
41774,83,57.1,0.0125
41775,83,55.6,0
41776,83,56.1,0
41777,83,54.5,0.0127
41778,83,55.1,0.025
41779,85,55.8,0
41780,84,57.2,0
41781,84,57.5,0
41782,86,56.5,0.012
41783,85,57.5,0
41784,86,55.1,0
41785,90,54.7,0.0116
41786,88,60.9,0.25
41787,92,55.1,0.0114
41788,92,56.3,0.0114
41789,93,57.9,0
41790,92,57.7,0
41791,91,55.8,0.0115
41792,90,54.9,0.0233
41793,90,57.8,0
41794,88,57.7,0.0119
41795,89,55.8,0
41796,86,56.5,0
41797,86,57.8,0
41798,87,56.2,0
41799,87,57.1,0.0119
41800,88,57.2,0
41801,89,56.3,0.0116
41802,88,55.5,0
41803,88,55.2,0
41804,89,55.5,0.0118
41805,89,57.8,0.0118
41806,89,56.6,0
41807,89,56,0
41808,89,56.4,0.0235
41809,89,55,0
41810,89,55.3,0.0118
41811,90,56.5,0.0116
41812,90,56.4,0.0116
41813,91,56.4,0
41814,90,58,0.0116
41815,88,54.9,0
41816,72,55.7,0.0145
41817,72,55.3,0
41818,73,55.2,0
41819,85,58.1,0.0145
41820,81,56.9,0.0308
41821,79,56.5,0.0781
41822,78,56.1,0
41823,77,57.2,0.0161
41824,77,58.1,0.0135
41825,77,55.8,0.0135
41826,77,57.3,0
41827,77,55.8,0
41828,76,57.9,0.1757
41829,81,58.9,0
41830,80,56.7,0
41831,82,56.6,0
41832,83,54.6,0.025
41833,83,57.4,0
41834,82,55.5,0
41835,82,54.7,0.0127
41836,86,55.7,0.012
41837,87,58.4,0
41838,87,56.6,0.0119
41839,85,57.7,0
41840,85,56,0
41841,85,57.6,0
41842,86,57.4,0.0241
41843,86,58.3,0.0241
41844,86,56,0
41845,86,55.4,0
41846,86,59.2,0
41847,86,58.8,0
41848,86,55.5,0.1807
41849,84,54.6,0.0122
41850,84,55.5,0.0366
41851,85,55.5,0.1928
41852,86,57.6,0
41853,86,57.3,0
41854,85,57.1,0
41855,85,56.8,0.0241
41856,85,54.1,0.0361
41857,85,56.1,0
41858,89,55.7,0
41859,89,55.2,0.0115
41860,89,59.8,0.0115
41861,90,57.9,0.0114
41862,90,56.3,0.0114
41863,91,56,0.0112
41864,93,58.8,0
41865,93,56,0
41866,93,56.2,0.011
41867,91,59,0.0112
41868,90,57.5,0
41869,90,56.7,0.0114
41870,88,55.7,0
41871,88,56.3,0
41872,83,56.9,0.0244
41873,80,58.1,0
41874,77,56.2,0
41875,77,55.5,0.1579
41876,76,56.2,0.0133
41877,76,56.3,0
41878,76,54.6,0.1867
41879,76,56.8,0.0133
41880,75,57,0.0135
41881,75,57.3,0
41882,73,60,0
41883,74,56.1,0
41884,75,55.6,0.8108
41885,75,56.8,0
41886,75,57.6,0
41887,75,57.9,0
41888,73,57.4,0.1528
41889,73,61,1
41890,73,58.4,0
41891,73,56.9,0
41892,72,56.1,0
41893,73,56.3,0.0278
41894,73,53.8,0.0139
41895,78,58,0.1486
41896,78,57.8,0.1351
41897,78,56.7,0.0133
41898,68,57.3,0
41899,70,55.1,0.1714
41900,72,57.6,0
41901,70,55,0
41902,70,54.8,0.0286
41903,71,53.7,0.0423
41904,73,56.6,0.0137
41905,76,57,0
41906,76,55.5,0
41907,76,54.8,0.0135
41908,76,54.7,0.0135
41909,76,56.2,0.0135
41910,76,55.7,0
41911,76,55.4,0
41912,77,54.3,0.0133
41913,75,55.3,0
41914,76,55.1,0
41915,78,56.8,0.0132
41916,77,57.5,0.0133
41917,77,58.2,0.0133
41918,77,53.7,0.0133
41919,77,55.4,0.04
41920,77,56.1,0
41921,77,53.3,0.1733
41922,77,52.8,0
41923,77,56.7,0.04
41924,76,53.4,0.0676
41925,84,58.4,0.0125
41926,84,55.1,0.1625
41927,84,56.4,0
41928,85,56.3,0
41929,83,59.8,0
41930,83,55.6,0.0123
41931,83,55.2,0.0123
41932,85,54.8,0
41933,85,55.1,0
41934,78,55.1,0.0132
41935,77,55.6,0
41936,74,55.6,0.0139
41937,74,56.6,0
41938,75,56.2,0.0274
41939,74,54.6,0.0139
41940,75,56.8,0.0137
41941,75,55.3,0.0137
41942,77,55.7,0.0267
41943,77,57.2,0.0133
41944,76,55.7,0.027
41945,77,55.2,0.027
41946,77,56.1,0
41947,77,54,0.027
41948,79,56.9,0
41949,79,55.1,0.0132
41950,83,56.6,0.0127
41951,82,59.2,0
41952,82,57.5,0.013
41953,82,55.9,0.013
41954,81,52.7,0.0132
41955,81,57.5,0.0132
41956,81,56.9,0
41957,81,57,0
41958,82,58.8,0
41959,81,61.8,0
41960,84,54.7,0.0127
41961,83,56.7,0
41962,82,57.6,0
41963,81,58.4,0.1688
41964,82,56.1,0
41965,83,57.5,0
41966,84,56.3,0.1899
41967,85,54.3,0.0123
41968,85,57.7,0
41969,86,56.7,0.0366
41970,86,55.7,0.0244
41971,86,62.2,0
41972,87,59.1,0
41973,87,55.9,0
41974,87,57.2,0.012
41975,87,56.7,0.0241
41976,87,56.2,0.012
41977,95,59.5,0.1538
41978,96,58.1,0
41979,91,58.5,0.1609
41980,91,60.4,0
41981,90,57.5,0.0233
41982,90,57.4,0.0116
41983,94,58.9,0.0111
41984,94,56.6,0.1333
41985,93,58.5,0
41986,87,57.4,0.0119
41987,87,58.6,0.0119
41988,88,56.8,0.0118
41989,88,58.2,0
41990,88,58.5,0
41991,87,56,0
41992,88,58.4,0
41993,87,56,0
41994,87,57.2,0
41995,87,57.9,0.1667
41996,87,57.8,0
41997,88,57.2,0.0118
41998,89,57.8,0.1395
41999,90,57.3,0.1494
42000,92,57.7,0
42001,91,58.8,0
42002,90,57.5,0
42003,90,58.7,0.0114
42004,90,56.3,0
42005,91,57.5,0.0112
42006,98,57.8,0
42007,97,58.4,0
42008,96,56.1,0
42009,96,58.6,0
42010,97,56.9,0
42011,96,55.8,0.0109
42012,96,55.1,0.0109
42013,95,59.7,0
42014,93,58.9,0
42015,93,56.7,0
42016,92,57.3,0.0114
42017,92,58.2,0.0114
42018,92,57.3,0
42019,92,58.2,0
42020,94,57.9,0
42021,94,54.2,0.0333
42022,95,59.5,0
42023,95,58.2,0
42024,96,58.8,0
42025,96,59.1,0
42026,96,60,0
42027,95,59.7,0
42028,94,56.6,0.1333
42029,94,58.7,0
42030,94,58.5,0
42031,93,60.7,1
42032,94,56.2,0.0225
42033,93,57.7,0.0112
42034,91,56.4,0
42035,90,57.3,0.0233
42036,90,60.2,0
42037,90,55.2,0.1279
42038,90,58.7,0
42039,90,59.4,0.0116
42040,90,54.9,0
42041,90,57.5,0.0116
42042,90,58.5,0
42043,87,55.2,0.9873
42044,87,56.9,0
42045,83,56.5,0
42046,83,57.9,0
42047,83,56.9,0
42048,83,59.3,1
42049,81,60.1,0
42050,81,58.2,0
42051,81,56.2,0
42052,82,58.6,0
42053,80,61,0
42054,78,62.5,0
42055,76,56.3,0.16
